timestamp,value,is_anomaly,predicted
1425169373,18,False,28.06662
1425169673,35,False,24.80357
1425169973,20,False,36.795376
1425170273,34,False,24.458237
1425170573,16,False,26.630226
1425170873,26,False,23.115353
1425171173,18,False,23.164125
1425171473,33,False,26.274422
1425171773,38,False,25.754889
1425172073,36,False,30.927902
1425172373,25,False,33.38689
1425172673,28,False,28.125256
1425172973,21,False,32.478333
1425173273,13,False,23.869488
1425173573,30,False,22.686205
1425173873,25,False,29.806501
1425174173,30,False,22.953316
1425174473,21,False,27.204346
1425174773,19,False,21.472466
1425175073,38,False,24.018309
1425175373,40,False,29.531519
1425175673,33,False,31.675196
1425175973,22,False,32.481335
1425176273,13,False,29.75105
1425176573,16,False,21.892366
1425176873,47,False,22.873255
1425177173,32,False,31.452919
1425177473,35,False,28.601273
1425177773,20,False,32.60426
1425178073,30,False,24.540682
1425178373,17,False,22.977226
1425178673,24,False,26.014296
1425178973,17,False,23.285604
1425179273,16,False,22.053343
1425179573,30,False,17.55499
1425179873,16,False,21.24034
1425180173,9,False,18.295975
1425180473,32,False,18.131718
1425180773,33,False,21.582895
1425181073,35,False,21.696615
1425181373,22,False,31.022884
1425181673,20,False,21.405142
1425181973,14,False,21.247066
1425182273,22,False,19.807604
1425182573,29,False,18.279825
1425182873,17,False,24.172827
1425183173,26,False,21.741966
1425183473,24,False,28.30563
1425183773,31,False,20.67072
1425184073,19,False,24.519957
1425184373,20,False,18.236504
1425184673,27,False,18.5807
1425184973,16,False,16.58292
1425185273,26,False,17.735584
1425185573,51,False,24.392347
1425185873,32,False,28.253828
1425186173,40,False,22.10153
1425186473,34,False,25.181988
1425186773,22,False,30.137682
1425187073,45,False,19.856363
1425187373,23,False,30.617687
1425187673,38,False,19.804966
1425187973,24,False,26.37822
1425188273,19,False,21.543167
1425188573,14,False,19.316006
1425188873,24,False,20.764471
1425189173,22,False,17.678185
1425189473,17,False,25.273708
1425189773,21,False,18.36449
1425190073,23,False,17.302649
1425190373,27,False,19.592745
1425190673,19,False,20.399252
1425190973,19,False,22.714407
1425191273,21,False,21.308922
1425191573,28,False,22.973509
1425191873,14,False,18.869822
1425192173,11,False,19.545265
1425192473,9,False,17.811018
1425192773,20,False,18.439426
1425193073,16,False,14.380305
1425193373,13,False,19.064482
1425193673,11,False,15.642592
1425193973,12,False,17.934946
1425194273,12,False,17.784798
1425194573,31,False,15.00541
1425194873,20,False,25.016283
1425195173,22,False,22.127533
1425195473,12,False,20.325657
1425195773,15,False,17.467642
1425196073,6,False,16.237936
1425196373,14,False,12.508354
1425196673,11,False,16.664204
1425196973,14,False,16.47168
1425197273,71,True,14.745347
1425197573,9,False,27.381422
1425197873,4,False,16.089281
1425198173,15,False,15.559306
1425198473,19,False,14.375863
1425198773,15,False,13.9096
1425199073,15,False,14.978296
1425199373,17,False,10.36631
1425199673,6,False,13.786015
1425199973,18,False,14.034264
1425200273,19,False,15.918562
1425200573,23,False,17.124882
1425200873,20,False,19.448547
1425201173,11,False,12.234173
1425201473,14,False,14.097993
1425201773,8,False,13.655502
1425202073,12,False,12.7248335
1425202373,13,False,19.496943
1425202673,17,False,13.551121
1425202973,10,False,12.880418
1425203273,11,False,12.95038
1425203573,11,False,13.027577
1425203873,19,False,12.092547
1425204173,13,False,13.091751
1425204473,8,False,14.3625145
1425204773,16,False,12.345747
1425205073,14,False,11.483702
1425205373,7,False,12.534439
1425205673,12,False,12.223858
1425205973,22,False,21.201561
1425206273,10,False,14.584963
1425206573,11,False,11.82401
1425206873,24,False,13.350419
1425207173,14,False,14.111148
1425207473,18,False,13.473608
1425207773,18,False,12.675162
1425208073,7,False,12.188673
1425208373,9,False,10.744655
1425208673,8,False,12.898288
1425208973,12,False,16.043617
1425209273,14,False,14.6543
1425209573,20,False,11.379058
1425209873,27,True,11.479661
1425210173,10,False,17.254652
1425210473,13,False,12.349753
1425210773,10,False,13.811811
1425211073,17,False,12.097369
1425211373,30,True,11.749029
1425211673,16,False,19.197514
1425211973,11,False,16.943691
1425212273,13,False,13.066098
1425212573,19,False,14.094766
1425212873,12,False,15.507893
1425213173,12,False,15.998374
1425213473,19,False,13.620926
1425213773,20,False,15.98932
1425214073,24,False,13.290213
1425214373,22,False,14.669682
1425214673,26,False,18.976946
1425214973,19,False,20.141645
1425215273,16,False,20.298576
1425215573,43,True,17.978363
1425215873,21,False,21.815702
1425216173,18,False,17.716455
1425216473,22,False,18.02155
1425216773,25,False,19.751379
1425217073,24,False,20.39162
1425217373,25,False,22.412186
1425217673,36,False,21.010433
1425217973,16,False,25.661459
1425218273,23,False,20.462477
1425218573,35,False,20.29398
1425218873,26,False,24.30114
1425219173,79,True,25.978662
1425219473,22,False,29.021887
1425219773,16,False,28.622288
1425220073,29,False,24.621986
1425220373,16,False,23.474695
1425220673,24,False,26.294666
1425220973,27,False,25.447166
1425221273,12,False,26.358366
1425221573,14,False,27.15027
1425221873,19,False,25.830832
1425222173,21,False,25.95482
1425222473,20,False,28.688347
1425222773,21,False,26.560892
1425223073,22,False,26.04644
1425223373,21,False,24.464926
1425223673,23,False,24.373081
1425223973,21,False,25.484
1425224273,19,False,27.524342
1425224573,51,True,26.155073
1425224873,134,True,30.580206
1425225173,58,False,38.27298
1425225473,43,False,38.400684
1425225773,34,False,38.375546
1425226073,29,False,32.091827
1425226373,52,False,30.786787
1425226673,36,False,32.694923
1425226973,43,False,34.963615
1425227273,31,False,38.451885
1425227573,27,False,36.244255
1425227873,33,False,30.938671
1425228173,24,False,25.611057
1425228473,28,False,32.069286
1425228773,22,False,36.239475
1425229073,39,False,32.54433
1425229373,34,False,34.29857
1425229673,35,False,32.00356
1425229973,30,False,35.295494
1425230273,33,False,36.551792
1425230573,27,False,30.637718
1425230873,17,False,31.59678
1425231173,24,False,29.143013
1425231473,31,False,30.868368
1425231773,53,False,27.99777
1425232073,59,False,33.24238
1425232373,29,False,29.588154
1425232673,82,True,37.882328
1425232973,26,False,50.97126
1425233273,31,False,36.353565
1425233573,22,False,45.50774
1425233873,34,False,25.673904
1425234173,27,False,35.784706
1425234473,33,False,27.43516
1425234773,30,False,29.790485
1425235073,37,False,31.260433
1425235373,31,False,34.090397
1425235673,47,False,34.352394
1425235973,40,False,35.325695
1425236273,34,False,37.59581
1425236573,42,False,38.281555
1425236873,44,False,35.516518
1425237173,34,False,38.976944
1425237473,62,False,33.47474
1425237773,26,False,37.84546
1425238073,29,False,33.19882
1425238373,37,False,35.506935
1425238673,37,False,33.800102
1425238973,26,False,37.59333
1425239273,32,False,32.280884
1425239573,32,False,34.82677
1425239873,36,False,32.761925
1425240173,23,False,32.918903
1425240473,25,False,34.877068
1425240773,21,False,33.222275
1425241073,30,False,31.704632
1425241373,34,False,34.37975
1425241673,20,False,28.896494
1425241973,15,False,28.90075
1425242273,25,False,27.352575
1425242573,44,False,35.464157
1425242873,41,False,31.645979
1425243173,36,False,35.72223
1425243473,45,False,39.368404
1425243773,33,False,36.081398
1425244073,42,False,38.922005
1425244373,44,False,36.80949
1425244673,58,False,38.05166
1425244973,26,False,33.524326
1425245273,39,False,30.17669
1425245573,70,True,30.94521
1425245873,29,False,35.711964
1425246173,21,False,38.97922
1425246473,30,False,35.719048
1425246773,90,True,34.31972
1425247073,108,True,36.69324
1425247373,101,True,42.273666
1425247673,68,False,37.58026
1425247973,36,False,45.628574
1425248273,34,False,38.766075
1425248573,51,False,39.57216
1425248873,37,False,40.48588
1425249173,42,False,44.50912
1425249473,38,False,39.962883
1425249773,42,False,37.864662
1425250073,42,False,37.085434
1425250373,29,False,40.123875
1425250673,43,False,31.80115
1425250973,47,False,36.32974
1425251273,35,False,46.792297
1425251573,37,False,30.80723
1425251873,25,False,32.981102
1425252173,27,False,35.663044
1425252473,33,False,37.004257
1425252773,26,False,32.31128
1425253073,25,False,29.760065
1425253373,50,False,33.8998
1425253673,34,False,33.33414
1425253973,32,False,38.388683
1425254273,38,False,35.21211
1425254573,47,False,33.234486
1425254873,38,False,32.4062
1425255173,33,False,44.076897
1425255473,41,False,42.328228
1425255773,26,False,42.528362
1425256073,31,False,31.320747
1425256373,23,False,37.358902
1425256673,24,False,34.534103
1425256973,31,False,33.936066
1425257273,31,False,32.919975
1425257573,36,False,37.167614
1425257873,32,False,36.27092
1425258173,36,False,32.962105
1425258473,37,False,45.649662
1425258773,30,False,39.597015
1425259073,20,False,35.88836
1425259373,38,False,36.58631
1425259673,29,False,36.392242
1425259973,26,False,30.871643
1425260273,36,False,29.71279
1425260573,31,False,35.264122
1425260873,41,False,34.8553
1425261173,29,False,39.757305
1425261473,31,False,38.48828
1425261773,34,False,40.542492
1425262073,28,False,36.91208
1425262373,36,False,32.438896
1425262673,27,False,37.867455
1425262973,18,False,33.406597
1425263273,48,True,27.184982
1425263573,21,False,36.802837
1425263873,20,False,28.187328
1425264173,20,False,29.123552
1425264473,28,False,25.60487
1425264773,30,False,28.310938
1425265073,33,False,31.610191
1425265373,30,False,34.33584
1425265673,21,False,30.343204
1425265973,30,False,27.837475
1425266273,17,False,29.367289
1425266573,23,False,24.541254
1425266873,57,True,28.772366
1425267173,58,False,34.79692
1425267473,36,False,42.34814
1425267773,50,False,29.209463
1425268073,32,False,34.010746
1425268373,22,False,31.871069
1425268673,33,False,30.789316
1425268973,24,False,33.92016
1425269273,22,False,31.897875
1425269573,33,False,33.543148
1425269873,36,False,29.539017
1425270173,36,False,28.593033
1425270473,25,False,34.973053
1425270773,48,True,24.24917
1425271073,42,False,34.051342
1425271373,23,False,29.532753
1425271673,33,False,25.123842
1425271973,36,False,35.800507
1425272273,40,False,31.331484
1425272573,35,False,38.16339
1425272873,39,False,37.654697
1425273173,41,False,33.892994
1425273473,34,False,33.43062
1425273773,26,False,32.80179
1425274073,26,False,31.822693
1425274373,32,False,31.90112
1425274673,31,False,32.66678
1425274973,26,False,34.404724
1425275273,32,False,29.583277
1425275573,34,False,24.868925
1425275873,17,False,32.620678
1425276173,17,False,25.235455
1425276473,25,False,26.52519
1425276773,25,False,31.79534
1425277073,29,False,26.74735
1425277373,25,False,28.942057
1425277673,19,False,25.945826
1425277973,21,False,27.950514
1425278273,21,False,27.02107
1425278573,20,False,26.04576
1425278873,18,False,32.32922
1425279173,18,False,20.924389
1425279473,39,False,27.694996
1425279773,17,False,30.565613
1425280073,21,False,23.405043
1425280373,15,False,22.568232
1425280673,25,False,21.668724
1425280973,18,False,21.872438
1425281273,22,False,26.771807
1425281573,25,False,28.942478
1425281873,14,False,28.872383
1425282173,27,False,22.544014
1425282473,12,False,28.475086
1425282773,18,False,25.688147
1425283073,15,False,21.913805
1425283373,22,False,22.57438
1425283673,48,False,23.31967
1425283973,34,False,26.966673
1425284273,10,False,24.325178
1425284573,9,False,21.23023
1425284873,18,False,21.356392
1425285173,12,False,23.385672
1425285473,23,False,20.527927
1425285773,40,False,22.26218
1425286073,23,False,25.636892
1425286373,21,False,21.242157
1425286673,19,False,24.738848
1425286973,31,False,21.75856
1425287273,16,False,29.65164
1425287573,11,False,19.78525
1425287873,17,False,19.387873
1425288173,15,False,20.28679
1425288473,23,False,20.663733
1425288773,12,False,22.491997
1425289073,17,False,18.89972
1425289373,15,False,23.68395
1425289673,36,True,15.797915
1425289973,16,False,21.313337
1425290273,21,False,16.16959
1425290573,30,False,17.953115
1425290873,11,False,26.680344
1425291173,20,False,18.429209
1425291473,12,False,22.539715
1425291773,14,False,14.91964
1425292073,38,False,25.673294
1425292373,24,False,24.11249
1425292673,19,False,17.693624
1425292973,30,False,26.113266
1425293273,21,False,18.614946
1425293573,21,False,28.761492
1425293873,27,False,19.217014
1425294173,52,False,28.626778
1425294473,25,False,33.531578
1425294773,33,False,21.077719
1425295073,21,False,24.59551
1425295373,29,False,23.300741
1425295673,29,False,35.6477
1425295973,18,False,22.455917
1425296273,21,False,25.809887
1425296573,43,False,24.030693
1425296873,30,False,22.381796
1425297173,25,False,26.142164
1425297473,31,False,26.228031
1425297773,29,False,25.925287
1425298073,23,False,28.840235
1425298373,32,False,33.003548
1425298673,21,False,27.664427
1425298973,31,False,22.855814
1425299273,35,False,26.391092
1425299573,30,False,25.572855
1425299873,33,False,30.084991
1425300173,26,False,32.154037
1425300473,40,False,30.371525
1425300773,42,False,31.698172
1425301073,33,False,31.393044
1425301373,29,False,33.60994
1425301673,31,False,26.70292
1425301973,45,False,27.992792
1425302273,41,False,38.821156
1425302573,35,False,42.94089
1425302873,34,False,38.3581
1425303173,52,False,32.58713
1425303473,40,False,38.208096
1425303773,46,False,44.476177
1425304073,37,False,38.258743
1425304373,36,False,35.100037
1425304673,59,False,50.71146
1425304973,44,False,42.79375
1425305273,48,False,34.857193
1425305573,72,False,52.483814
1425305873,60,False,53.819687
1425306173,32,False,46.358376
1425306473,37,False,36.552708
1425306773,61,False,42.702415
1425307073,35,False,46.5947
1425307373,37,False,44.96255
